Concrete Objects,Concrete Events,Abstract Entities,Concrete Actions,Abstract Actions,States,Abstract Properties,Physical Properties
0.3008772456,0.07111484124,0.1614071898,0.06033211438,0.005779030034,0.003900645445,0.01996882681,0.06189077393
0.3008772456,0.08410367084,0.1733968787,0.05533641069,0.008776452251,0.004899786184,0.02096796755,0.05489678876
0.3128669344,0.09109765602,0.1783925824,0.08331235138,0.008776452251,0.004899786184,0.01797054533,0.05289850728
0.2699038827,0.07910796715,0.1773934416,0.07032352177,0.008776452251,0.004899786184,0.01996882681,0.04090881842
0.3148652159,0.07311312271,0.1773934416,0.07831664768,0.007777311512,0.003900645445,0.01996882681,0.05389764802
0.2978798234,0.07511140419,0.1893831305,0.06033211438,0.007777311512,0.003900645445,0.01896968607,0.05889335172
0.3168634974,0.0831045301,0.1823891453,0.07731750694,0.005779030034,0.003900645445,0.02096796755,0.05689507024
0.2629098975,0.04413804128,0.07048538257,0.03835101812,0.005779030034,0.003900645445,0.01297484164,0.04090881842
0.3218592011,0.09209679675,0.1923805527,0.08431149212,0.005779030034,0.003900645445,0.01797054533,0.05689507024
0.3198609196,0.08410367084,0.1763943009,0.07531922547,0.007777311512,0.003900645445,0.02396538976,0.0608916332
0.3158643567,0.07111484124,0.1793917231,0.09530204025,0.005779030034,0.005898926923,0.01397398238,0.04890194433
0.3078712307,0.0831045301,0.1903822712,0.09230461803,0.008776452251,0.003900645445,0.0249645305,0.04590452211
0.2129528605,0.04613632276,0.09546390105,0.05933297364,0.005779030034,0.004899786184,0.0119757009,0.03191655177
0.3248566233,0.08710109306,0.1993745379,0.08431149212,0.008776452251,0.004899786184,0.01497312311,0.05289850728
0.2958815419,0.07311312271,0.1783925824,0.07631836621,0.005779030034,0.004899786184,0.02196710829,0.0558959295
0.3168634974,0.07810882641,0.1703994565,0.0583338329,0.00977559299,0.003900645445,0.01597226385,0.05689507024
0.2788961493,0.07411226345,0.1664028935,0.0583338329,0.005779030034,0.003900645445,0.01697140459,0.05689507024
0.2978798234,0.08410367084,0.1713985972,0.06832524029,0.008776452251,0.004899786184,0.01896968607,0.05389764802
0.3118677937,0.09409507823,0.1733968787,0.07332094399,0.008776452251,0.004899786184,0.01797054533,0.04990108507
0.283891853,0.07111484124,0.1703994565,0.06033211438,0.008776452251,0.002901504706,0.02196710829,0.03591311472
0.3118677937,0.06911655976,0.1763943009,0.07931578842,0.006778170773,0.003900645445,0.02096796755,0.04990108507
0.2729013049,0.07511140419,0.1893831305,0.0633295366,0.007777311512,0.003900645445,0.01896968607,0.05689507024
0.3008772456,0.07910796715,0.1743960194,0.07731750694,0.006778170773,0.003900645445,0.02096796755,0.05289850728
0.3368463122,0.09809164119,0.1833882861,0.06432867734,0.005779030034,0.004899786184,0.01597226385,0.0558959295
0.3248566233,0.07810882641,0.1843874268,0.08830805507,0.005779030034,0.003900645445,0.01797054533,0.04890194433
0.2858901345,0.07211398198,0.1654037528,0.07731750694,0.003780748556,0.003900645445,0.02396538976,0.0558959295
0.3058729493,0.09309593749,0.1723977379,0.09630118098,0.003780748556,0.005898926923,0.01397398238,0.04890194433
0.3088703715,0.07810882641,0.191381412,0.0633295366,0.008776452251,0.002901504706,0.02196710829,0.03591311472
0.3328497492,0.0111663969,-0.0004536098955,0.01836820335,0.003780748556,0.003900645445,0.005980856463,0.01593029994
0.3248566233,0.08510281158,0.1973762564,0.07332094399,0.008776452251,0.004899786184,0.01697140459,0.04990108507
0.3038746678,0.07710968567,0.1883839898,0.07432008473,0.005779030034,0.004899786184,0.01797054533,0.04990108507
0.310868653,0.07810882641,0.1674020343,0.06233039586,0.01077473373,0.003900645445,0.01996882681,0.06288991467
0.2119537198,0.03614491537,0.09146733809,0.03935015886,0.005779030034,0.003900645445,0.02196710829,0.02991827029
0.3348480307,0.09209679675,0.191381412,0.07831664768,0.006778170773,0.005898926923,0.0249645305,0.05289850728
0.2758987271,0.06412085606,0.1594089083,0.08630977359,0.007777311512,0.005898926923,0.02096796755,0.04490538137
0.3118677937,0.08710109306,0.1664028935,0.07332094399,0.006778170773,0.005898926923,0.01996882681,0.05389764802
0.329852327,0.06911655976,0.1664028935,0.08231321064,0.007777311512,0.003900645445,0.02596367124,0.05989249246
0.3238574826,0.09409507823,0.1853865676,0.0633295366,0.005779030034,0.003900645445,0.02096796755,0.04990108507
0.3478368603,0.1040864856,0.2043702416,0.09730032172,0.005779030034,0.003900645445,0.02596367124,0.05989249246
0.3318506085,0.08410367084,0.1853865676,0.06632695882,0.01077473373,0.006898067662,0.01797054533,0.05090022581
0.2928841197,0.08510281158,0.1634054713,0.0633295366,0.005779030034,0.003900645445,0.01497312311,0.03491397398
0.1769837939,0.04413804128,0.1014587455,0.05034070699,0.003780748556,0.002901504706,0.02196710829,0.02592170733
0.3348480307,0.1020882041,0.1773934416,0.1022960254,0.007777311512,0.005898926923,0.01797054533,0.05789421098
0.2129528605,0.05412944867,0.08447335292,0.05133984773,0.004779889295,0.003900645445,0.01597226385,0.02492256659
0.1979657495,0.04213975981,0.08447335292,0.04834242551,0.005779030034,0.003900645445,0.01297484164,0.0329156925
0.3428411566,0.08710109306,0.1753951602,0.06832524029,0.005779030034,0.003900645445,0.01597226385,0.03990967768
0.3238574826,0.09509421897,0.1963771157,0.08231321064,0.005779030034,0.004899786184,0.01797054533,0.05789421098
0.3348480307,0.09509421897,0.1853865676,0.06632695882,0.00977559299,0.003900645445,0.02196710829,0.05989249246